Player ID,First Name_x,Last Name_x,Position_x,Salary ($),Games Played_x,Total Points,Average Points,First Name_y,Last Name_y,Full Name,Age,Height (cm),Weight (kg),Jumper Number,Kicking Foot,State of Origin,Draft Year,Debut Year,Draft Position,Draft Type,Position_y,Recruited From,Date of Birth,Photo URL,Team,Team Abbreviation,Games Played_y,Total matchesPlayed,Total timeOnGroundPercentage,Total behinds,Total bounces,Total centreBounceAttendances,Total centreClearances,Total clangers,Total contestDefLosses,Total contestDefLossPercentage,Total contestDefOneOnOnes,Total contestedMarks,Total contestedPossessionRate,Total contestedPossessions,Total contestOffOneOnOnes,Total contestOffWins,Total contestOffWinsPercentage,Total defHalfPressureActs,Total disposalEfficiency,Total disposals,Total dreamTeamPoints,Total effectiveDisposals,Total effectiveKicks,Total f50GroundBallGets,Total freesAgainst,Total freesFor,Total goalAccuracy,Total goalAssists,Total goals,Total groundBallGets,Total handballs,Total hitouts,Total hitoutsToAdvantage,Total hitoutToAdvantageRate,Total hitoutWinPercentage,Total inside50s,Total interceptMarks,Total intercepts,Total kickEfficiency,Total kickins,Total kickinsPlayon,Total kicks,Total kickToHandballRatio,Total marks,Total marksInside50,Total marksOnLead,Total metresGained,Total onePercenters,Total pressureActs,Total ranking,Total ratingPoints,Total rebound50s,Total ruckContests,Total scoreInvolvements,Total scoreLaunches,Total shotsAtGoal,Total spoils,Total stoppageClearances,Total tackles,Total tacklesInside50,Total totalClearances,Total totalPossessions,Total turnovers,Total uncontestedPossessions,Average matchesPlayed,Average timeOnGroundPercentage,Average behinds,Average bounces,Average centreBounceAttendances,Average centreClearances,Average clangers,Average contestDefLosses,Average contestDefLossPercentage,Average contestDefOneOnOnes,Average contestedMarks,Average contestedPossessionRate,Average contestedPossessions,Average contestOffOneOnOnes,Average contestOffWins,Average contestOffWinsPercentage,Average defHalfPressureActs,Average disposalEfficiency,Average disposals,Average dreamTeamPoints,Average effectiveDisposals,Average effectiveKicks,Average f50GroundBallGets,Average freesAgainst,Average freesFor,Average goalAccuracy,Average goalAssists,Average goals,Average groundBallGets,Average handballs,Average hitouts,Average hitoutsToAdvantage,Average hitoutToAdvantageRate,Average hitoutWinPercentage,Average inside50s,Average interceptMarks,Average intercepts,Average kickEfficiency,Average kickins,Average kickinsPlayon,Average kicks,Average kickToHandballRatio,Average marks,Average marksInside50,Average marksOnLead,Average metresGained,Average onePercenters,Average pressureActs,Average ratingPoints,Average rebound50s,Average ruckContests,Average scoreInvolvements,Average scoreLaunches,Average shotsAtGoal,Average spoils,Average stoppageClearances,Average tackles,Average tacklesInside50,Average totalClearances,Average totalPossessions,Average turnovers,Average uncontestedPossessions,Fantasy Salary ($),Value per Fantasy Point,Break Even Score,Projected Price Change,Fantasy Points per Game,Metres Gained per Possession,Score Involvement Rate (%),Clanger Rate (%),Disposal Efficiency (%),Kick Efficiency (%),Tackle Efficiency (%),Hitout Win Rate (%),Goal Conversion Rate (%),Career Experience (Years),Draft Age,Height-to-Weight Ratio,Underpriced Flag,Primary Position,Secondary Position
1000223,Liam,Baker,MIDFIELDER / FORWARD,805000,18,1413,78.5,Liam,Baker,Liam Baker,27,173,0,7,RIGHT,WA,2017,2018.0,18.0,rookieElevation,MIDFIELDER_FORWARD,Lake Grace (WA)/West Perth (WAFL)/Subiaco (WAFL),27/01/1998,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1000223.png?im=Scale,width=0.6,height=0.6",Richmond,RICH,18.0,18.0,81.4,13.0,8.0,175.0,20.0,78.0,0.0,0.0,0.0,2.0,42.2,151.0,6.0,1.0,16.7,179.0,65.6,358.0,1413.0,235.0,116.0,21.0,27.0,18.0,46.7,9.0,14.0,103.0,151.0,0.0,0.0,0.0,0.0,69.0,5.0,50.0,56.0,0.0,0.0,207.0,1.4,60.0,11.0,6.0,5427.0,24.0,390.0,118.0,378.3,18.0,0.0,101.0,33.0,30.0,8.0,36.0,69.0,12.0,56.0,358.0,77.0,207.0,18.0,81.4,0.7,0.4,175.0,1.1,4.3,0.0,0.0,0.0,0.1,42.2,8.4,0.3,0.1,16.7,9.9,65.6,19.9,78.5,13.1,6.4,1.2,1.5,1.0,46.7,0.5,0.8,5.7,8.4,0.0,0.0,0.0,0.0,3.8,0.3,2.8,56.0,0.0,0.0,11.5,1.4,3.3,0.6,0.3,301.6,1.3,21.7,378.3,1.0,0.0,5.6,1.8,1.7,0.4,2.0,3.8,0.7,3.1,19.9,4.3,11.5,805410.0,570.0,78.5,0.0,78.5,15.16,28.21,21.79,65.64,56.04,17.69,,46.67,7.0,19,inf,True,MID,FWD
998260,Jack,Bowes,MIDFIELDER,805000,20,1569,78.5,Jack,Bowes,Jack Bowes,27,189,0,12,RIGHT,QLD,2016,2017.0,10.0,nationalDraft,MIDFIELDER,Surfers Paradise (Qld)/Cairns Saints (Qld)/Gold Coast,26/01/1998,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/998260.png?im=Scale,width=0.6,height=0.6",Geelong Cats,GEEL,22.0,22.0,68.1,8.0,7.0,262.0,36.0,74.0,1.0,50.0,2.0,2.0,41.6,169.0,1.0,0.0,0.0,218.0,63.6,404.0,1706.0,257.0,139.0,12.0,25.0,16.0,50.0,11.0,12.0,124.0,150.0,0.0,0.0,0.0,0.0,83.0,8.0,52.0,54.7,7.0,5.0,254.0,1.7,69.0,10.0,0.0,8033.0,29.0,403.0,155.0,342.4,40.0,0.0,90.0,19.0,24.0,12.0,43.0,104.0,15.0,79.0,406.0,83.0,237.0,22.0,68.1,0.4,0.3,262.0,1.6,3.4,0.0,50.0,0.1,0.1,41.6,7.7,0.0,0.0,0.0,9.9,63.6,18.4,77.5,11.7,6.3,0.5,1.1,0.7,50.0,0.5,0.5,5.6,6.8,0.0,0.0,0.0,0.0,3.8,0.4,2.4,54.7,7.0,5.0,11.5,1.7,3.1,0.5,0.0,365.2,1.3,18.3,342.4,1.8,0.0,4.1,0.9,1.1,0.5,2.0,4.7,0.7,3.6,18.5,3.8,10.8,805410.0,513.33,78.5,-10260.0,78.45,19.88,22.28,18.32,63.61,54.72,25.81,,50.0,8.0,18,inf,True,MID,
1002253,Kane,Farrell,DEFENDER,804000,22,1724,78.4,Kane,Farrell,Kane Farrell,25,182,0,6,LEFT,VIC,2017,2018.0,51.0,nationalDraft,MEDIUM_DEFENDER,Castlemaine (Vic)/Bendigo U18,17/03/1999,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1002253.png?im=Scale,width=0.6,height=0.6",Port Adelaide,PORT,22.0,22.0,79.4,5.0,25.0,0.0,3.0,48.0,3.0,25.0,12.0,1.0,22.9,79.0,0.0,0.0,0.0,178.0,82.3,424.0,1724.0,349.0,263.0,2.0,17.0,13.0,42.9,5.0,6.0,62.0,102.0,0.0,0.0,0.0,0.0,67.0,20.0,77.0,81.7,85.0,82.0,322.0,3.2,109.0,3.0,2.0,11012.0,44.0,246.0,153.0,343.1,99.0,0.0,86.0,28.0,14.0,30.0,19.0,56.0,1.0,22.0,345.0,81.0,266.0,22.0,79.4,0.2,1.1,0.0,0.1,2.2,0.1,25.0,0.5,0.0,22.9,3.6,0.0,0.0,0.0,8.1,82.3,19.3,78.4,15.9,12.0,0.1,0.8,0.6,42.9,0.2,0.3,2.8,4.6,0.0,0.0,0.0,0.0,3.0,0.9,3.5,81.7,85.0,82.0,14.6,3.2,5.0,0.1,0.1,500.6,2.0,11.2,343.1,4.5,0.0,3.9,1.3,0.6,1.4,0.9,2.5,0.0,1.0,15.7,3.7,12.1,804384.0,466.58,78.4,0.0,78.36,25.97,20.28,11.32,82.31,81.68,22.76,,42.86,7.0,18,inf,True,DEF,
1023477,George,Wardlaw,MIDFIELDER,803000,18,1408,78.2,George,Wardlaw,George Wardlaw,20,182,0,6,RIGHT,VIC,2022,2023.0,4.0,nationalDraft,MIDFIELDER,St Peters (Vic)/St Kevin's College (Vic)/Oakleigh U18,11/06/2004,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1023477.png?im=Scale,width=0.6,height=0.6",North Melbourne,NMFC,18.0,18.0,73.3,6.0,2.0,365.0,33.0,61.0,0.0,0.0,0.0,4.0,48.9,173.0,2.0,2.0,100.0,200.0,66.3,344.0,1408.0,228.0,120.0,16.0,17.0,28.0,43.8,10.0,7.0,113.0,141.0,0.0,0.0,0.0,0.0,62.0,8.0,46.0,59.1,0.0,0.0,203.0,1.4,60.0,4.0,1.0,5610.0,15.0,396.0,228.0,294.0,29.0,0.0,78.0,23.0,16.0,4.0,53.0,78.0,10.0,86.0,354.0,78.0,181.0,18.0,73.3,0.3,0.1,365.0,1.8,3.4,0.0,0.0,0.0,0.2,48.9,9.6,0.1,0.1,100.0,11.1,66.3,19.1,78.2,12.7,6.7,0.9,0.9,1.6,43.8,0.6,0.4,6.3,7.8,0.0,0.0,0.0,0.0,3.4,0.4,2.6,59.1,0.0,0.0,11.3,1.4,3.3,0.2,0.1,311.7,0.8,22.0,294.0,1.6,0.0,4.3,1.3,0.9,0.2,2.9,4.3,0.6,4.8,19.7,4.3,10.1,802332.0,569.84,78.2,0.0,78.22,16.31,22.67,17.73,66.28,59.11,19.7,,43.75,2.0,18,inf,False,MID,
1017094,Connor,Macdonald,FORWARD,800000,23,1794,78.0,Connor,Macdonald,Connor Macdonald,22,185,0,31,RIGHT,VIC,2021,2022.0,26.0,nationalDraft,MEDIUM_FORWARD,Doveton (Vic)/Haileybury College (Vic)/Dandenong U18,13/01/2003,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1017094.png?im=Scale,width=0.6,height=0.6",Hawthorn,HAW,25.0,25.0,81.3,19.0,12.0,8.0,2.0,68.0,0.0,0.0,0.0,4.0,29.8,132.0,5.0,0.0,0.0,106.0,72.0,436.0,1935.0,314.0,151.0,38.0,19.0,12.0,50.9,14.0,28.0,112.0,187.0,0.0,0.0,0.0,0.0,65.0,3.0,34.0,60.6,0.0,0.0,249.0,1.3,132.0,19.0,5.0,6781.0,9.0,332.0,196.0,313.3,18.0,0.0,156.0,20.0,55.0,2.0,24.0,69.0,26.0,26.0,443.0,86.0,311.0,25.0,81.3,0.8,0.5,8.0,0.1,2.7,0.0,0.0,0.0,0.2,29.8,5.3,0.2,0.0,0.0,4.2,72.0,17.4,77.4,12.6,6.0,1.5,0.8,0.5,50.9,0.6,1.1,4.5,7.5,0.0,0.0,0.0,0.0,2.6,0.1,1.4,60.6,0.0,0.0,10.0,1.3,5.3,0.8,0.2,271.2,0.4,13.3,313.3,0.7,0.0,6.2,0.8,2.2,0.1,1.0,2.8,1.0,1.0,17.7,3.4,12.4,800280.0,446.09,78.0,-6156.0,78.0,15.55,35.78,15.6,72.02,60.64,20.78,,50.91,3.0,18,inf,True,FWD,
998145,Sean,Darcy,RUCK,798000,12,933,77.8,Sean,Darcy,Sean Darcy,26,203,0,4,LEFT,VIC,2016,2017.0,38.0,nationalDraft,RUCK,Cobden (Vic)/Xavier College (Vic)/Geelong U18,12/06/1998,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/998145.png?im=Scale,width=0.6,height=0.6",Fremantle,FRE,12.0,12.0,71.2,2.0,0.0,233.0,15.0,34.0,0.0,0.0,4.0,9.0,68.4,106.0,13.0,5.0,38.5,51.0,69.8,149.0,933.0,104.0,38.0,4.0,20.0,19.0,60.0,5.0,6.0,43.0,86.0,374.0,113.0,30.2,50.3,27.0,6.0,22.0,60.3,0.0,0.0,63.0,0.7,19.0,4.0,0.0,1901.0,25.0,120.0,113.0,380.5,7.0,743.0,47.0,37.0,10.0,18.0,43.0,36.0,7.0,58.0,155.0,28.0,49.0,12.0,71.2,0.2,0.0,233.0,1.3,2.8,0.0,0.0,0.3,0.8,68.4,8.8,1.1,0.4,38.5,4.3,69.8,12.4,77.8,8.7,3.2,0.3,1.7,1.6,60.0,0.4,0.5,3.6,7.2,31.2,9.4,30.2,50.3,2.3,0.5,1.8,60.3,0.0,0.0,5.3,0.7,1.6,0.3,0.0,158.4,2.1,10.0,380.5,0.6,61.9,3.9,3.1,0.8,1.5,3.6,3.0,0.6,4.8,12.9,2.3,4.1,798228.0,855.55,77.8,0.0,77.75,12.76,31.54,22.82,69.8,60.32,30.0,30.21,60.0,8.0,18,inf,True,RUC,
1005144,Massimo,D'Ambrosio,MIDFIELDER,798000,22,1712,77.8,Massimo,D'Ambrosio,Massimo D'Ambrosio,21,178,0,16,LEFT,VIC,2022,2022.0,3.0,other,MIDFIELDER,Point Cook (Vic)/Western U18/Richmond (VFL)/Essendon,05/06/2003,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1005144.png?im=Scale,width=0.6,height=0.6",Hawthorn,HAW,24.0,24.0,76.7,7.0,3.0,0.0,4.0,50.0,0.0,0.0,2.0,3.0,30.7,155.0,1.0,0.0,0.0,166.0,76.7,507.0,1897.0,389.0,219.0,15.0,12.0,15.0,36.8,5.0,7.0,130.0,208.0,0.0,0.0,0.0,0.0,56.0,22.0,106.0,73.2,5.0,4.0,299.0,1.4,120.0,5.0,4.0,8255.0,28.0,309.0,247.0,281.1,58.0,0.0,108.0,34.0,19.0,16.0,31.0,49.0,10.0,35.0,505.0,80.0,350.0,24.0,76.7,0.3,0.1,0.0,0.2,2.1,0.0,0.0,0.1,0.1,30.7,6.5,0.0,0.0,0.0,6.9,76.7,21.1,79.0,16.2,9.1,0.6,0.5,0.6,36.8,0.2,0.3,5.4,8.7,0.0,0.0,0.0,0.0,2.3,0.9,4.4,73.2,5.0,4.0,12.5,1.4,5.0,0.2,0.2,344.0,1.2,12.9,281.1,2.4,0.0,4.5,1.4,0.8,0.7,1.3,2.0,0.4,1.5,21.0,3.3,14.6,798228.0,466.25,77.8,12312.0,77.82,16.28,21.3,9.86,76.73,73.24,15.86,,36.84,3.0,19,inf,True,MID,
296254,Jarman,Impey,DEFENDER,798000,23,1788,77.7,Jarman,Impey,Jarman Impey,29,178,0,4,RIGHT,VIC,2013,2014.0,21.0,nationalDraft,MEDIUM_DEFENDER,Shepparton Swans (Vic)/Murray U18/Port Adelaide,09/07/1995,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/296254.png?im=Scale,width=0.6,height=0.6",Hawthorn,HAW,25.0,25.0,81.8,4.0,18.0,0.0,3.0,59.0,5.0,33.3,15.0,6.0,26.3,125.0,1.0,1.0,100.0,214.0,77.5,471.0,1913.0,365.0,225.0,1.0,15.0,23.0,33.3,4.0,2.0,90.0,155.0,0.0,0.0,0.0,0.0,72.0,42.0,135.0,71.2,9.0,9.0,316.0,2.0,139.0,0.0,2.0,8560.0,64.0,274.0,165.0,332.8,77.0,0.0,78.0,22.0,6.0,45.0,18.0,61.0,0.0,21.0,476.0,86.0,351.0,25.0,81.8,0.2,0.7,0.0,0.1,2.4,0.2,33.3,0.6,0.2,26.3,5.0,0.0,0.0,100.0,8.6,77.5,18.8,76.5,14.6,9.0,0.0,0.6,0.9,33.3,0.2,0.1,3.6,6.2,0.0,0.0,0.0,0.0,2.9,1.7,5.4,71.2,9.0,9.0,12.6,2.0,5.6,0.0,0.1,342.4,2.6,11.0,332.8,3.1,0.0,3.1,0.9,0.2,1.8,0.7,2.4,0.0,0.8,19.0,3.4,14.0,797202.0,445.86,77.7,-12312.0,77.74,18.17,16.56,12.53,77.49,71.2,22.26,,33.33,11.0,18,inf,False,DEF,
996701,Clayton,Oliver,MIDFIELDER,797000,21,1632,77.7,Clayton,Oliver,Clayton Oliver,27,189,0,13,RIGHT,VIC,2015,2016.0,4.0,nationalDraft,MIDFIELDER,Mooroopna (Vic)/Bendigo U18/Murray U18,22/07/1997,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/996701.png?im=Scale,width=0.6,height=0.6",Melbourne,MELB,21.0,21.0,77.8,4.0,1.0,386.0,40.0,97.0,0.0,0.0,0.0,0.0,48.9,235.0,0.0,0.0,0.0,207.0,66.5,487.0,1632.0,324.0,127.0,9.0,42.0,20.0,42.9,12.0,3.0,177.0,258.0,0.0,0.0,0.0,0.0,76.0,7.0,73.0,55.5,0.0,0.0,229.0,0.9,59.0,1.0,3.0,6655.0,22.0,456.0,54.0,446.3,26.0,0.0,83.0,25.0,7.0,6.0,53.0,84.0,11.0,93.0,481.0,93.0,246.0,21.0,77.8,0.2,0.0,386.0,1.9,4.6,0.0,0.0,0.0,0.0,48.9,11.2,0.0,0.0,0.0,9.9,66.5,23.2,77.7,15.4,6.0,0.4,2.0,1.0,42.9,0.6,0.1,8.4,12.3,0.0,0.0,0.0,0.0,3.6,0.3,3.5,55.5,0.0,0.0,10.9,0.9,2.8,0.0,0.1,316.9,1.0,21.7,446.3,1.2,0.0,4.0,1.2,0.3,0.3,2.5,4.0,0.5,4.4,22.9,4.4,11.7,797202.0,488.48,77.7,0.0,77.71,13.67,17.04,19.92,66.53,55.46,18.42,,42.86,9.0,18,inf,True,MID,
1002222,James,Worpel,MIDFIELDER,796000,23,1784,77.6,James,Worpel,James Worpel,26,186,0,5,RIGHT,VIC,2017,2018.0,45.0,nationalDraft,MIDFIELDER,Bell Park (Vic)/Geelong U18,24/01/1999,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1002222.png?im=Scale,width=0.6,height=0.6",Hawthorn,HAW,25.0,25.0,76.0,11.0,7.0,474.0,53.0,92.0,1.0,50.0,2.0,0.0,45.9,262.0,0.0,0.0,0.0,228.0,66.8,545.0,1933.0,364.0,151.0,19.0,32.0,16.0,31.6,21.0,6.0,185.0,265.0,0.0,0.0,0.0,0.0,133.0,1.0,54.0,53.9,0.0,0.0,280.0,1.1,52.0,1.0,0.0,8914.0,31.0,536.0,35.0,475.6,31.0,0.0,134.0,36.0,19.0,7.0,79.0,110.0,12.0,132.0,571.0,100.0,309.0,25.0,76.0,0.4,0.3,474.0,2.1,3.7,0.0,50.0,0.1,0.0,45.9,10.5,0.0,0.0,0.0,9.1,66.8,21.8,77.3,14.6,6.0,0.8,1.3,0.6,31.6,0.8,0.2,7.4,10.6,0.0,0.0,0.0,0.0,5.3,0.0,2.2,53.9,0.0,0.0,11.2,1.1,2.1,0.0,0.0,356.6,1.2,21.4,475.6,1.2,0.0,5.4,1.4,0.8,0.3,3.2,4.4,0.5,5.3,22.8,4.0,12.4,796176.0,446.29,77.6,-3078.0,77.57,16.36,24.59,16.88,66.79,53.93,20.52,,31.58,7.0,18,inf,True,MID,
281065,Mitch,Duncan,DEFENDER,795000,20,1549,77.5,Mitch,Duncan,Mitch Duncan,33,188,0,22,RIGHT,WA,2009,2010.0,28.0,nationalDraft,MEDIUM_DEFENDER,Carine (WA)/East Perth (WAFL),10/06/1991,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/281065.png?im=Scale,width=0.6,height=0.6",Geelong Cats,GEEL,22.0,22.0,71.8,7.0,10.0,4.0,1.0,47.0,0.0,0.0,7.0,2.0,21.2,76.0,1.0,1.0,100.0,139.0,76.9,411.0,1639.0,316.0,204.0,4.0,11.0,7.0,23.1,9.0,3.0,65.0,133.0,0.0,0.0,0.0,0.0,40.0,14.0,69.0,73.4,42.0,34.0,278.0,2.1,124.0,5.0,3.0,7514.0,31.0,225.0,199.0,312.0,77.0,1.0,83.0,21.0,13.0,24.0,16.0,42.0,2.0,17.0,359.0,64.0,283.0,22.0,71.8,0.3,0.5,4.0,0.0,2.1,0.0,0.0,0.3,0.1,21.2,3.5,0.0,0.0,100.0,6.3,76.9,18.7,74.5,14.4,9.3,0.2,0.5,0.3,23.1,0.4,0.1,3.0,6.0,0.0,0.0,0.0,0.0,1.8,0.6,3.1,73.4,42.0,34.0,12.6,2.1,5.6,0.2,0.1,341.6,1.4,10.2,312.0,3.5,0.0,3.8,1.0,0.6,1.1,0.7,1.9,0.1,0.8,16.3,2.9,12.9,795150.0,513.33,77.5,-30780.0,77.45,18.28,20.19,11.44,76.89,73.38,18.67,,23.08,15.0,18,inf,True,DEF,
1009253,Lachie,Ash,DEFENDER,794000,17,1315,77.4,Lachie,Ash,Lachie Ash,23,188,0,7,RIGHT,VIC,2019,2020.0,4.0,nationalDraft,MEDIUM_DEFENDER,Shepparton Bears (Vic)/Notre Dame College (Vic)/Murray U18,21/06/2001,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1009253.png?im=Scale,width=0.6,height=0.6",GWS GIANTS,GWS,19.0,19.0,77.4,1.0,26.0,0.0,2.0,43.0,2.0,18.2,11.0,1.0,24.4,86.0,0.0,0.0,0.0,143.0,80.1,386.0,1440.0,309.0,188.0,0.0,8.0,7.0,33.3,6.0,1.0,74.0,143.0,0.0,0.0,0.0,0.0,31.0,12.0,77.0,77.4,46.0,45.0,243.0,1.7,101.0,2.0,1.0,6884.0,44.0,193.0,204.0,312.2,77.0,0.0,62.0,18.0,3.0,36.0,12.0,33.0,0.0,14.0,353.0,61.0,267.0,19.0,77.4,0.1,1.4,0.0,0.1,2.3,0.1,18.2,0.6,0.1,24.4,4.5,0.0,0.0,0.0,7.5,80.1,20.3,75.8,16.3,9.9,0.0,0.4,0.4,33.3,0.3,0.1,3.9,7.5,0.0,0.0,0.0,0.0,1.6,0.6,4.1,77.4,46.0,45.0,12.8,1.7,5.3,0.1,0.1,362.3,2.3,10.2,312.2,4.1,0.0,3.3,0.9,0.2,1.9,0.6,1.7,0.0,0.7,18.6,3.2,14.1,794124.0,603.9,77.4,-16416.0,77.35,17.83,16.06,11.14,80.05,77.37,17.1,,33.33,5.0,18,inf,True,DEF,
1001398,Matthew,Kennedy,MIDFIELDER / FORWARD,791000,23,1773,77.1,Matthew,Kennedy,Matthew Kennedy,27,188,0,7,RIGHT,NSW,2015,2016.0,13.0,nationalDraft,MIDFIELDER_FORWARD,Collingullie-Glenfield Park (NSW)/NSW-ACT U18/GWS,06/04/1997,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1001398.png?im=Scale,width=0.6,height=0.6",Carlton,CARL,24.0,24.0,71.2,10.0,0.0,236.0,22.0,76.0,1.0,25.0,4.0,7.0,39.6,166.0,18.0,2.0,11.1,144.0,68.6,424.0,1796.0,291.0,148.0,35.0,25.0,21.0,55.2,8.0,16.0,119.0,179.0,12.0,2.0,16.7,14.5,80.0,15.0,55.0,60.4,0.0,0.0,245.0,1.4,105.0,16.0,10.0,6138.0,24.0,360.0,176.0,325.7,24.0,83.0,120.0,21.0,29.0,15.0,29.0,81.0,14.0,51.0,419.0,82.0,253.0,24.0,71.2,0.4,0.0,236.0,0.9,3.2,0.0,25.0,0.2,0.3,39.6,6.9,0.8,0.1,11.1,6.0,68.6,17.7,74.8,12.1,6.2,1.5,1.0,0.9,55.2,0.3,0.7,5.0,7.5,0.5,0.1,16.7,14.5,3.3,0.6,2.3,60.4,0.0,0.0,10.2,1.4,4.4,0.7,0.4,255.8,1.0,15.0,325.7,1.0,3.5,5.0,0.9,1.2,0.6,1.2,3.4,0.6,2.1,17.5,3.4,10.5,791046.0,446.16,77.1,-23598.0,77.09,14.48,28.3,17.92,68.63,60.41,22.5,16.67,55.17,9.0,18,inf,True,MID,FWD
291969,Stephen,Coniglio,MIDFIELDER,789000,13,1000,76.9,Stephen,Coniglio,Stephen Coniglio,31,182,0,3,RIGHT,WA,2011,2012.0,2.0,nationalDraft,MIDFIELDER,Upper Swan (WA)/Swan Districts (WAFL),15/12/1993,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/291969.png?im=Scale,width=0.6,height=0.6",GWS GIANTS,GWS,15.0,15.0,73.4,5.0,6.0,276.0,30.0,59.0,0.0,0.0,0.0,1.0,35.3,109.0,0.0,0.0,0.0,105.0,66.5,316.0,1073.0,210.0,93.0,8.0,19.0,16.0,36.4,19.0,4.0,70.0,147.0,0.0,0.0,0.0,0.0,54.0,1.0,28.0,55.0,0.0,0.0,169.0,1.1,28.0,4.0,1.0,4705.0,12.0,216.0,23.0,500.9,21.0,1.0,84.0,11.0,11.0,1.0,30.0,50.0,2.0,60.0,309.0,54.0,200.0,15.0,73.4,0.3,0.4,276.0,2.0,3.9,0.0,0.0,0.0,0.1,35.3,7.3,0.0,0.0,0.0,7.0,66.5,21.1,71.5,14.0,6.2,0.5,1.3,1.1,36.4,1.3,0.3,4.7,9.8,0.0,0.0,0.0,0.0,3.6,0.1,1.9,55.0,0.0,0.0,11.3,1.1,1.9,0.3,0.1,313.7,0.8,14.4,500.9,1.4,0.1,5.6,0.7,0.7,0.1,2.0,3.3,0.1,4.0,20.6,3.6,13.3,788994.0,788.99,76.9,-55404.0,76.92,14.89,26.58,18.67,66.46,55.03,23.15,,36.36,13.0,18,inf,False,MID,
1017109,Jake,Soligo,MIDFIELDER,789000,23,1768,76.9,Jake,Soligo,Jake Soligo,22,179,0,14,RIGHT,VIC,2021,2022.0,36.0,nationalDraft,MIDFIELDER,Dromana (Vic)/Rowville Secondary College (Vic)/Eastern U18,25/01/2003,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1017109.png?im=Scale,width=0.6,height=0.6",Adelaide Crows,ADEL,23.0,23.0,74.0,9.0,8.0,350.0,42.0,83.0,0.0,0.0,0.0,2.0,43.3,226.0,2.0,2.0,100.0,245.0,68.8,506.0,1768.0,348.0,138.0,13.0,30.0,34.0,31.6,6.0,6.0,169.0,255.0,0.0,0.0,0.0,0.0,75.0,6.0,65.0,55.0,0.0,0.0,251.0,1.0,60.0,6.0,1.0,6714.0,16.0,459.0,135.0,361.2,39.0,0.0,100.0,26.0,19.0,6.0,48.0,84.0,9.0,90.0,522.0,94.0,296.0,23.0,74.0,0.4,0.3,350.0,1.8,3.6,0.0,0.0,0.0,0.1,43.3,9.8,0.1,0.1,100.0,10.7,68.8,22.0,76.9,15.1,6.0,0.6,1.3,1.5,31.6,0.3,0.3,7.3,11.1,0.0,0.0,0.0,0.0,3.3,0.3,2.8,55.0,0.0,0.0,10.9,1.0,2.6,0.3,0.0,291.9,0.7,20.0,361.2,1.7,0.0,4.3,1.1,0.8,0.3,2.1,3.7,0.4,3.9,22.7,4.1,12.9,788994.0,446.26,76.9,0.0,76.87,13.27,19.76,16.4,68.77,54.98,18.3,,31.58,3.0,18,inf,False,MID,
